1.110222999999999951e-16,0.000000000000000000e+00,2.220445999999999902e-16,3.562502999999999769e-10,-1.704637999999999951e-10,1.197625000000000039e-11
3.499723000000000157e-03,-9.789327999999999919e-03,5.653510999999999953e-01,9.713137429030628675e-04,-1.632035647003848280e-03,1.957404763810743215e-03
1.173954000000000056e-03,-2.241473999999999897e-02,1.127607000000000026e+00,2.310019906244105761e-03,-2.761559619767046513e-03,2.468674018884111417e-03
-7.831704999999999570e-03,-4.141091000000000216e-02,1.689224999999999977e+00,3.515103224913381647e-03,-4.589787168928102963e-03,2.512049131128209559e-03
-1.508128000000000073e-02,-5.922720000000000068e-02,2.251295999999999964e+00,5.413518252903783828e-03,-6.620508001116362853e-03,4.612932201332695450e-03
-2.040072999999999886e-02,-7.423248000000000346e-02,2.816072000000000131e+00,7.511335693638743725e-03,-8.206420220364869442e-03,7.073198243616649582e-03
-2.969352999999999923e-02,-9.078265000000000640e-02,3.390280999999999878e+00,8.422110122585301298e-03,-9.609201502086958321e-03,8.230799605714227488e-03
-4.152743999999999880e-02,-1.098544000000000048e-01,3.969488999999999823e+00,7.649918449961638604e-03,-1.097624075528976471e-02,8.441736048450198746e-03
-5.593704000000000037e-02,-1.348021000000000080e-01,4.556204000000000143e+00,7.852192186300576554e-03,-1.213569759531206958e-02,8.716620031348813746e-03
-7.008098000000000105e-02,-1.575514000000000081e-01,5.150463000000000235e+00,1.029301608391019161e-02,-1.333320464238824977e-02,8.142186434632939923e-03
-8.798198000000000130e-02,-1.803479000000000054e-01,5.751285000000000203e+00,1.420625807568476860e-02,-1.448341634480772300e-02,6.374987797048631451e-03
-1.054713000000000039e-01,-1.996581000000000050e-01,6.363941999999999766e+00,1.797177199594775926e-02,-1.570211521559985307e-02,4.801457343496095577e-03
-1.238575999999999983e-01,-2.187843999999999900e-01,6.989626999999999590e+00,1.879083925784419060e-02,-1.687140059092817612e-02,3.307431780032325623e-03
-1.444742999999999999e-01,-2.366165000000000074e-01,7.637602000000000224e+00,1.238690103869973837e-02,-1.789878611337425429e-02,8.909115447194215689e-04
-1.645124000000000031e-01,-2.542634999999999756e-01,8.302111000000000018e+00,1.774664123216270753e-03,-1.866651370992130146e-02,5.359664648450595642e-05
-1.844754999999999867e-01,-2.738044000000000033e-01,8.978382999999999114e+00,-5.447751287132453907e-03,-1.937315071081681384e-02,-8.990840855946940656e-04
-2.077190999999999899e-01,-2.924368999999999996e-01,9.661917000000000755e+00,-5.499169939409313292e-03,-2.063736468275936473e-02,-3.276546547217759793e-03
-2.329991999999999897e-01,-3.035716999999999999e-01,1.035368000000000066e+01,1.898698837276723526e-03,-2.145065469195746310e-02,-5.596527650626809819e-03
-2.537940000000000196e-01,-3.091782000000000141e-01,1.106423000000000023e+01,9.003052604193043790e-03,-2.238555920149236378e-02,-5.014671336137749638e-03
-2.701279999999999792e-01,-3.152237999999999984e-01,1.179838999999999949e+01,8.393683053074703360e-03,-2.372997662023772908e-02,-2.820006638696983224e-03
-2.821161999999999836e-01,-3.207014999999999727e-01,1.255869999999999997e+01,-1.451593297572137441e-03,-2.416606180135336124e-02,-1.858674753030193369e-03
-2.962121999999999811e-01,-3.252215999999999996e-01,1.333520000000000039e+01,-9.418235855110902721e-03,-2.459553909737613453e-02,-1.393588912990824510e-03
-3.128295999999999855e-01,-3.292074999999999863e-01,1.412398999999999916e+01,-1.222558829682278067e-02,-2.504533776958264152e-02,-4.522436380073065047e-04
-3.270868000000000109e-01,-3.300204999999999944e-01,1.492763000000000062e+01,-1.128717494604102554e-02,-2.527763046483138404e-02,1.668082574238123183e-03
-3.451202999999999910e-01,-3.298599999999999866e-01,1.574882000000000026e+01,-8.642290658967054923e-03,-2.498052771722981263e-02,2.414655683608350843e-03
-3.585571000000000175e-01,-3.310783999999999949e-01,1.658174999999999955e+01,-5.101408584673818025e-03,-2.432892908839003748e-02,6.662517429052059413e-05
-3.661095999999999795e-01,-3.374209000000000236e-01,1.742810000000000059e+01,1.431357178194304328e-04,-2.334868060784257154e-02,2.633285701945809604e-03
-3.686441999999999775e-01,-3.506531999999999982e-01,1.828806000000000154e+01,6.284653441763338871e-03,-2.276455650714157355e-02,5.401201799643103908e-03
-3.812872999999999957e-01,-3.643232000000000137e-01,1.916966999999999999e+01,1.230714923068866075e-02,-2.159324710718667217e-02,4.820594267676886827e-03
-3.931435999999999820e-01,-3.836280000000000245e-01,2.007059999999999889e+01,1.327192822712931590e-02,-2.132925760334975981e-02,3.556109431728985033e-03
-4.065575000000000161e-01,-4.078808999999999907e-01,2.099061999999999983e+01,1.270177909649765867e-02,-2.157940514730740875e-02,3.148867395709535090e-03
-4.196579999999999755e-01,-4.350658000000000025e-01,2.192489000000000132e+01,1.366402653852265975e-02,-2.151354879356495373e-02,1.910688247902869469e-03
-4.375606000000000217e-01,-4.631430000000000269e-01,2.287773999999999930e+01,1.590373147086578468e-02,-2.130942348366625730e-02,-8.077144986651841902e-04
-4.507315000000000071e-01,-4.913796999999999748e-01,2.384920999999999935e+01,1.684481607117714608e-02,-2.126705325946174827e-02,-4.372521743727004334e-03
-4.686400000000000010e-01,-5.208190999999999793e-01,2.482497000000000043e+01,1.671188267176410350e-02,-2.114219574124837769e-02,-6.145377295626337256e-03
-4.870735999999999954e-01,-5.504866000000000481e-01,2.580752000000000024e+01,1.661602267034012481e-02,-2.135249189284062210e-02,-7.011178467358936996e-03
-5.055764999999999842e-01,-5.806978999999999891e-01,2.679488999999999876e+01,1.673499355631642704e-02,-2.153969589485256811e-02,-7.045497734197003065e-03
-5.258751999999999871e-01,-6.123110999999999970e-01,2.779589999999999961e+01,1.559673763737368622e-02,-2.188835665521095264e-02,-7.812385444376580487e-03
-5.464847999999999928e-01,-6.430976000000000470e-01,2.880310000000000059e+01,1.370918387843693756e-02,-2.218727978793513106e-02,-8.474184922673448986e-03
-5.679163000000000405e-01,-6.738450000000000273e-01,2.981729999999999947e+01,1.244977031232159283e-02,-2.252600534082768377e-02,-9.109889295193636383e-03
-5.884757999999999933e-01,-7.048065000000000024e-01,3.083820000000000050e+01,1.318669044212357651e-02,-2.257173633624323661e-02,-8.987951382688191132e-03
-6.113853000000000204e-01,-7.344817000000000151e-01,3.186663000000000068e+01,1.439175215514265811e-02,-2.272573667956448787e-02,-1.008659579045794764e-02
-6.341856000000000160e-01,-7.658540000000000347e-01,3.290250000000000341e+01,1.363382002561107711e-02,-2.307100652247406208e-02,-9.878629526090629276e-03
-6.562571000000000376e-01,-7.960952999999999502e-01,3.394944999999999879e+01,1.089787795671872360e-02,-2.378338255855624514e-02,-9.119426613107354737e-03
-6.799667999999999823e-01,-8.250695999999999586e-01,3.500439000000000078e+01,7.420720295650937333e-03,-2.414006376733584744e-02,-9.282915642881826856e-03
-7.046293999999999613e-01,-8.521279999999999966e-01,3.606725999999999743e+01,4.841019472455283454e-03,-2.466536145030245181e-02,-9.403962215631179664e-03
-7.318156999999999579e-01,-8.792448000000000485e-01,3.712991999999999848e+01,4.217731665492039685e-03,-2.520142745743675014e-02,-9.325030134366732795e-03
-7.509455999999999909e-01,-8.999454000000000065e-01,3.820156000000000063e+01,5.779183564991592810e-03,-2.558003812458278792e-02,-8.788429742002796391e-03
-7.637420000000000320e-01,-9.173898000000000330e-01,3.927698999999999785e+01,6.109625479953991085e-03,-2.592226159641057570e-02,-9.011829078161066875e-03
-7.861114999999999631e-01,-9.426008000000000164e-01,4.035358000000000089e+01,5.233556725581925591e-03,-2.646617963763975984e-02,-8.775508854903683875e-03
-8.119807999999999470e-01,-9.707248000000000543e-01,4.143101000000000056e+01,3.135730074233813742e-03,-2.724793113213300894e-02,-8.686621552359469201e-03
-8.405588999999999977e-01,-9.983507000000000353e-01,4.250645999999999702e+01,8.146849731953146809e-04,-2.783420338360494128e-02,-8.750758045514853145e-03
-8.709114000000000022e-01,-1.026979000000000086e+00,4.358048999999999751e+01,2.876388914464913854e-04,-2.830327872225222099e-02,-1.022832484096978384e-02
