-5.551114999999999755e-17,0.000000000000000000e+00,2.220445999999999902e-16,3.562502999999999769e-10,-1.704637999999999951e-10,1.197625000000000039e-11
1.289128000000000062e-03,-1.821615999999999860e-02,1.310643000000000002e+00,-1.325834416384240799e-03,-2.089192952004683280e-04,9.037965154304563502e-04
4.448325999999999734e-04,-4.203318000000000332e-02,2.625299000000000049e+00,-1.860628388068337469e-03,-5.507574231127808405e-04,1.647375980822125959e-03
2.037581000000000114e-03,-6.302800999999999543e-02,3.941730000000000178e+00,-5.386842633684548604e-04,-7.293855696354153723e-04,3.413854562386317223e-03
2.777892000000000122e-03,-8.483760999999999386e-02,5.261016999999999832e+00,-8.164519268120888195e-04,-6.404366342470974201e-04,3.635880702348973439e-03
4.157927999999999971e-03,-1.014677999999999969e-01,6.581637999999999877e+00,-1.642800986341027333e-03,-5.097792032438393196e-04,3.926072451179084613e-03
7.571022000000000168e-03,-1.165873999999999938e-01,7.908775000000000333e+00,-2.696710440785483800e-03,-4.021482970218613292e-04,5.505186063639577569e-03
8.323818000000000189e-03,-1.328034999999999910e-01,9.238962000000000785e+00,-3.586095295761169977e-03,-5.789716216767759865e-04,5.186686028817522401e-03
7.728338999999999868e-03,-1.497649000000000064e-01,1.056963000000000008e+01,-1.871071745767924387e-03,-8.518140091835594034e-04,4.632490283030517818e-03
6.780918000000000362e-03,-1.634547000000000083e-01,1.190426000000000073e+01,7.823968662708425835e-04,-9.615937795027771663e-04,1.900057083593838150e-03
3.419394999999999987e-03,-1.767479999999999885e-01,1.324207999999999963e+01,1.725932220325833433e-03,-6.192031490465583262e-04,-1.544659934018147640e-03
-1.862181999999999987e-03,-1.959201999999999888e-01,1.458047999999999966e+01,1.581229895879012002e-03,-5.242178283834338960e-04,-3.963398954168455973e-03
-5.851755000000000151e-03,-2.177601999999999871e-01,1.593065999999999960e+01,8.748827267355953168e-04,-3.824082932447556691e-04,-5.190173463343163499e-03
-4.267715000000000050e-03,-2.364140000000000130e-01,1.728221999999999881e+01,-1.769141984903590875e-03,2.347214047816688137e-05,-2.993141530730294726e-03
4.827890000000000154e-04,-2.537475000000000147e-01,1.863468999999999909e+01,-3.997996682711373734e-03,2.560838934971735952e-04,8.983693176662065896e-04
5.006085999999999869e-03,-2.699100999999999861e-01,1.998669999999999902e+01,-1.831524065654449931e-03,-3.292838932558836331e-05,3.638715956371981874e-03
4.134686000000000264e-03,-2.931092000000000142e-01,2.134127000000000152e+01,5.527336542573545869e-04,-2.348685950113880354e-04,5.119156343934789209e-03
-7.654744999999999909e-04,-3.222297000000000078e-01,2.270574999999999832e+01,2.068009601562026314e-03,4.203706919436768778e-04,2.849653970023134468e-03
-7.369324000000000013e-03,-3.468119000000000063e-01,2.407209999999999894e+01,7.658973927290935787e-04,1.245534339863883528e-03,-1.415314122801186790e-04
